"","Isolate","Accession_number","Collection_time","Country","Continent","Genotype","Source"
"258","FR0117","ERR6044081","1994","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"259","FR0118","ERR6044082","1994","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"260","FR0122","ERR6044083","1994","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"261","FR0128","ERR6044084","1994","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"262","FR0134","ERR6044085","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"263","FR0135","ERR6044086","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"264","FR0138","ERR6044087","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"265","FR0142","ERR6044088","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"266","FR0143","ERR6044089","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"267","FR0144","ERR6044090","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"268","FR0145","ERR6044091","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"269","FR0146","ERR6044092","1995","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"270","FR0147","ERR6044093","1995","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"271","FR0148","ERR6044094","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"272","FR0149","ERR6044095","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"273","FR0150","ERR6044096","1995","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"274","FR0151","ERR6044097","1995","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"275","FR0152","ERR6044098","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"276","FR0157","ERR6044099","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"277","FR0158","ERR6044100","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"278","FR0159","ERR6044101","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"279","FR0160","ERR6044102","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"280","FR0161","ERR6044103","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"281","FR0162","ERR6044104","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"282","FR0163","ERR6044105","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"283","FR0164","ERR6044106","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"284","FR0167","ERR6044107","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"285","FR0168","ERR6044108","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"286","FR0169","ERR6044109","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"287","FR0170","ERR6044110","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"288","FR0171","ERR6044111","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"289","FR0172","ERR6044112","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"290","FR0173","ERR6044113","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"291","FR0181","ERR6044114","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"292","FR0182","ERR6044115","1995","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"293","FR0183","ERR6044116","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"294","FR0184","ERR6044117","1995","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"295","FR0185","ERR6044118","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"296","FR0186","ERR6044119","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"297","FR0187","ERR6044120","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"298","FR0190","ERR6044121","1995","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"299","FR0197","ERR6044122","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"300","FR0199","ERR6044123","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"301","FR0201","ERR6044124","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"302","FR0216","ERR6044125","1996","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"303","FR0217","ERR6044126","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"304","FR0218","ERR6044127","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"305","FR0219","ERR6044128","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"306","FR0220","ERR6044129","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"307","FR0221","ERR6044130","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"308","FR0222","ERR6044131","1996","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"309","FR0223","ERR6044132","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"310","FR0224","ERR6044133","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"311","FR0234","ERR6044134","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"312","FR0236","ERR6044135","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"313","FR0238","ERR6044136","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"314","FR0248","ERR6044137","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"315","FR0265","ERR6044138","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"316","FR0267","ERR6044139","1996","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"317","FR0288","ERR6044140","1996","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"318","FR0314","ERR6044141","1996","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"319","FR0335","ERR6044142","1997","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"320","FR0350","ERR6044143","1997","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"321","FR0353","ERR6044144","1997","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"322","FR0355","ERR6044145","1997","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"323","FR0371","ERR6044146","1997","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"324","FR0385","ERR6044147","1997","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"325","FR0415","ERR6044148","1997","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"326","FR0434","ERR6044149","1997","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"327","FR0461","ERR6044150","1997","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"328","FR0507","ERR6044151","1997","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"329","FR0619","ERR6044152","1998","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"330","FR0624","ERR6044153","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"331","FR0626","ERR6044154","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"332","FR0627","ERR6044155","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"333","FR0628","ERR6044156","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"334","FR0629","ERR6044157","1998","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"335","FR0630","ERR6044158","1998","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"336","FR0631","ERR6044159","1998","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"337","FR0632","ERR6044160","1998","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"338","FR0633","ERR6044161","1998","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"339","FR0636","ERR6044162","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"340","FR0645","ERR6044163","1998","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"341","FR0646","ERR6044164","1998","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"342","FR0647","ERR6044165","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"343","FR0649","ERR6044166","1998","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"344","FR0650","ERR6044167","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"345","FR0651","ERR6044168","1998","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"346","FR0652","ERR6044169","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"347","FR0653","ERR6044170","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"348","FR0654","ERR6044171","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"349","FR0656","ERR6044172","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"350","FR0660","ERR6044173","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"351","FR0664","ERR6044174","1998","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"352","FR0677","ERR6044175","1999","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"353","FR0683","ERR6044176","1999","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"354","FR0710","ERR6044177","1999","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"355","FR0732","ERR6044178","1999","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"356","FR0736","ERR6044179","1999","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"357","FR0746","ERR6044180","1999","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"358","FR0788","ERR6044181","1999","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"359","FR0809","ERR6044182","1999","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"360","FR0813","ERR6044183","1999","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"361","FR0817","ERR6044184","1999","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"362","FR0854","ERR6044185","2000","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"363","FR0856","ERR6044186","2000","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"364","FR0857","ERR6044187","2000","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"365","FR0896","ERR6044188","2000","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"366","FR0903","ERR6044189","2000","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"367","FR0923","ERR6044190","2000","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"368","FR0931","ERR6044191","2000","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"369","FR0933","ERR6044192","2000","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"370","FR0951","ERR6044193","2000","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"371","FR1007","ERR6044194","2000","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"372","FR1015","ERR6044195","2001","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"373","FR1020","ERR6044196","2001","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"374","FR1042","ERR6044197","2001","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"375","FR1061","ERR6044198","2001","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"376","FR1072","ERR6044199","2001","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"377","FR1074","ERR6044200","2001","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"378","FR1088","ERR6044201","2001","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"379","FR1092","ERR6044202","2001","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"380","FR1113","ERR6044203","2002","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"381","FR1123","ERR6044204","2002","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"382","FR1125","ERR6044205","2002","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"383","FR1126","ERR6044206","2002","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"384","FR1129","ERR6044207","2002","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"385","FR1141","ERR6044208","2002","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"386","FR1148","ERR6044209","2002","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"387","FR1156","ERR6044210","2002","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"388","FR1164","ERR6044211","2002","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"389","FR1169","ERR6044212","2002","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"390","FR3013","ERR6044213","2003","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"391","FR3015","ERR6044214","2003","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"392","FR3016","ERR6044215","2003","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"393","FR3018","ERR6044216","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"394","FR3019","ERR6044217","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"395","FR3020","ERR6044218","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"396","FR3021","ERR6044219","2003","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"397","FR3022","ERR6044220","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"398","FR3026","ERR6044221","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"399","FR3027","ERR6044222","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"400","FR3029","ERR6044223","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"401","FR3030","ERR6044224","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"402","FR3034","ERR6044225","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"403","FR3037","ERR6044226","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"404","FR3039","ERR6044227","2003","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"405","FR3041","ERR6044228","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"406","FR3042","ERR6044229","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"407","FR3044","ERR6044230","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"408","FR3050","ERR6044231","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"409","FR3055","ERR6044232","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"410","FR3056","ERR6044233","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"411","FR3063","ERR6044234","2003","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"412","FR3067","ERR6044235","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"413","FR3070","ERR6044236","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"414","FR3080","ERR6044237","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"415","FR3094","ERR6044238","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"416","FR3097","ERR6044239","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"417","FR3103","ERR6044240","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"418","FR3114","ERR6044241","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"419","FR3116","ERR6044242","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"420","FR3118","ERR6044243","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"421","FR3127","ERR6044244","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"422","FR3138","ERR6044245","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"423","FR3162","ERR6044246","2004","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"424","FR3173","ERR6044247","2004","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"425","FR3182","ERR6044248","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"426","FR3183","ERR6044249","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"427","FR3184","ERR6044250","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"428","FR3187","ERR6044251","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"429","FR3197","ERR6044252","2004","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"430","FR3204","ERR6044253","2004","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"431","FR3208","ERR6044254","2004","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"432","FR3290","ERR6044255","2005","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"433","FR3316","ERR6044256","2005","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"434","FR3349","ERR6044257","2005","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"435","FR3375","ERR6044258","2005","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"436","FR3386","ERR6044259","2005","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"437","FR3436","ERR6044260","2005","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"438","FR3446","ERR6044261","2005","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"439","FR3455","ERR6044262","2005","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"440","FR3466","ERR6044263","2005","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"441","FR3483","ERR6044264","2005","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"442","FR3500","ERR6044265","2005","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"443","FR3510","ERR6044266","2006","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"444","FR3534","ERR6044267","2006","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"445","FR3560","ERR6044268","2006","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"446","FR3561","ERR6044269","2006","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"447","FR3562","ERR6044270","2006","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"448","FR3574","ERR6044271","2006","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"449","FR3578","ERR6044272","2006","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"450","FR3598","ERR6044273","2006","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"451","FR3608","ERR6044274","2006","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"452","FR3635","ERR6044275","2006","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"453","FR3658","ERR6044276","2006","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"454","FR3665","ERR6044277","2006","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"455","FR3700","ERR6044278","2007","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"456","FR3710","ERR6044279","2007","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"457","FR3722","ERR6044280","2007","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"458","FR3736","ERR6044281","2007","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"459","FR3741","ERR6044282","2007","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"460","FR3744","ERR6044283","2007","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"461","FR3745","ERR6044284","2007","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"462","FR3747","ERR6044285","2007","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"463","FR3753","ERR6044286","2007","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"464","FR3774","ERR6044287","2007","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"465","FR3782","ERR6044288","2007","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"466","FR3933","ERR6044289","2008","France","Europe","ptxP3/fim3-2","This_study"
"467","FR3934","ERR6044290","2008","France","Europe","ptxP3/fim3-2","This_study"
"468","FR3958","ERR6044291","2008","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"469","FR4012","ERR6044292","2008","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"470","FR4021","ERR6044293","2009","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"471","FR4030","ERR6044294","2009","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"472","FR4031","ERR6044295","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"473","FR4054","ERR6044296","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"474","FR4058","ERR6044297","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"475","FR4069","ERR6044298","2009","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"476","FR4074","ERR6044299","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"477","FR4102","ERR6044300","2009","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"478","FR4115","ERR6044301","2009","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"479","FR4200","ERR6044302","2009","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"480","FR4206","ERR6044303","2009","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"481","FR4207","ERR6044304","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"482","FR4212","ERR6044305","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"483","FR4215","ERR6044306","2009","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"484","FR4575","ERR6044307","2009","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"485","FR4593","ERR6044308","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"486","FR4598","ERR6044309","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"487","FR4600","ERR6044310","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"488","FR4602","ERR6044311","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"489","FR4604","ERR6044312","2009","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"490","FR4633","ERR6044313","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"491","FR4650","ERR6044314","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"492","FR4651","ERR6044315","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"493","FR4652","ERR6044316","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"494","FR4654","ERR6044317","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"495","FR4655","ERR6044318","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"496","FR4656","ERR6044319","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"497","FR4659","ERR6044320","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"498","FR4660","ERR6044321","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"499","FR4661","ERR6044322","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"500","FR4666","ERR6044323","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"501","FR4667","ERR6044325","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"502","FR4668","ERR6044326","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"503","FR4673","ERR6044327","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"504","FR4674","ERR6044328","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"505","FR4680","ERR6044329","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"506","FR4681","ERR6044330","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"507","FR4685","ERR6044331","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
